Train Number,Train Name,Arrival Delays,Departure Delays
18235,BILASPUR EX PAS,$ $1:46 hrs$1:49 hrs$1:50 hrs$1:53 hrs$1:50 hrs$1:51 hrs$1:41 hrs$1:43 hrs$1:25 hrs$1:39 hrs$1:45 hrs$1:45 hrs$1:43 hrs$1:49 hrs$1:46 hrs$1:59 hrs$1:53 hrs$1:54 hrs$1:52 hrs$1:49 hrs$1:49 hrs$1:51 hrs$1:30 hrs$1:34 hrs$1:29 hrs$1:30 hrs$1:29 hrs$1:20 hrs$1:17 hrs$1:15 hrs$1:06 hrs$1:06 hrs$57 min$1:24 hrs$1:07 hrs$1:24 hrs$1:08 hrs$1:19 hrs$1:07 hrs$1:05 hrs$47 min$1:10 hrs$6 min$1:13 hrs$37 min$1:22 hrs$1:17 hrs$1:12 hrs$1:23 hrs$1:37 hrs$1:39 hrs$1:39 hrs$1:38 hrs$1:28 hrs$1:29 hrs$1:33 hrs$1:37 hrs$1:35 hrs$1:34 hrs$1:24 hrs$44 min$1:17 hrs$1:15 hrs$1:12 hrs$53 min$36 min,$1:33 hrs$1:48 hrs$1:49 hrs$1:50 hrs$1:53 hrs$1:53 hrs$1:50 hrs$1:42 hrs$2:03 hrs$1:38 hrs$1:42 hrs$1:45 hrs$1:09 hrs$1:48 hrs$2:18 hrs$1:48 hrs$1:57 hrs$1:54 hrs$1:54 hrs$1:52 hrs$1:51 hrs$1:57 hrs$1:52 hrs$1:32 hrs$1:13 hrs$1:30 hrs$55 min$1:29 hrs$1:22 hrs$1:17 hrs$1:16 hrs$1:10 hrs$1:11 hrs$1:36 hrs$1:24 hrs$1:22 hrs$1:24 hrs$1:07 hrs$1:19 hrs$1:22 hrs$1:05 hrs$48 min$1:06 hrs$1:03 hrs$1:32 hrs$36 min$1:22 hrs$1:17 hrs$1:41 hrs$1:35 hrs$1:36 hrs$1:38 hrs$1:39 hrs$1:38 hrs$1:25 hrs$1:33 hrs$1:37 hrs$1:36 hrs$1:35 hrs$1:34 hrs$1:26 hrs$43 min$1:20 hrs$1:16 hrs$1:14 hrs$1:17 hrs$ 
12852,BILASPUR EXPRESS,$ $1 min$13 min$11 min$0$22 min$2 min$10 min$12 min$10 min$13 min$15 min$0$2 min$0$5 min$0,$3 min$4 min$14 min$12 min$0$24 min$23 min$10 min$13 min$11 min$13 min$21 min$1 min$2 min$0$4 min$ 
12442,BILASPUR RJDHNI,$ $0$7 min$8 min$16 min$34 min$22 min$27 min$17 min,$0$3 min$7 min$11 min$24 min$34 min$26 min$31 min$ 
61632,BINA BPL PASS,$ $22 min$24 min$23 min$29 min$27 min$28 min$27 min$28 min$30 min$30 min$31 min$34 min$32 min$27 min$26 min$27 min$2:22 hrs$1 min,$20 min$23 min$24 min$28 min$29 min$28 min$28 min$25 min$30 min$31 min$30 min$34 min$33 min$32 min$27 min$26 min$27 min$22 min$ 
51885,BINA DMO PASS,$ $1:24 hrs$1:25 hrs$1:24 hrs$1:25 hrs$1:23 hrs$1:24 hrs$1:23 hrs$1:25 hrs$1:25 hrs$1:24 hrs$1:25 hrs$1:30 hrs$1:42 hrs$1:27 hrs$1:26 hrs$1:29 hrs$1:11 hrs,$1:20 hrs$1:39 hrs$1:25 hrs$1:25 hrs$1:25 hrs$1:27 hrs$1:24 hrs$1:26 hrs$1:26 hrs$1:25 hrs$1:24 hrs$1:31 hrs$1:30 hrs$1:42 hrs$1:27 hrs$19 min$1:43 hrs$ 
51607,BINA GUNA PASS,$ $13 min$16 min$18 min$21 min$24 min$29 min$37 min$39 min$41 min$45 min$48 min$46 min$48 min$51 min$59 min$33 min,$6 min$18 min$17 min$20 min$25 min$30 min$29 min$38 min$39 min$47 min$45 min$48 min$47 min$49 min$51 min$1 hrs$ 
51609,BINA GUNA PASS,$ $22 min$30 min$32 min$32 min$33 min$41 min$41 min$44 min$49 min$52 min$54 min$56 min$58 min$1:02 hrs$1:03 hrs$46 min,$19 min$34 min$30 min$19 min$34 min$38 min$42 min$43 min$46 min$50 min$53 min$54 min$58 min$48 min$1:03 hrs$54 min$ 
51883,BINA GWL PASS,$ $22 min$22 min$25 min$35 min$37 min$40 min$50 min$58 min$1:05 hrs$1:09 hrs$1:14 hrs$1:17 hrs$1:46 hrs$2:13 hrs$2:17 hrs$1:58 hrs$1:24 hrs$1:26 hrs$1:34 hrs$1:26 hrs$1:46 hrs$1:50 hrs$2 hrs$1:39 hrs$9 min,$9 min$22 min$23 min$32 min$37 min$39 min$48 min$52 min$1:01 hrs$1:11 hrs$1:11 hrs$1:14 hrs$1:42 hrs$2:07 hrs$2:16 hrs$2:18 hrs$1:33 hrs$1:24 hrs$1:33 hrs$1:26 hrs$1:44 hrs$1:49 hrs$2:02 hrs$2:17 hrs$2:20 hrs$ 
51811,BINA JHS PASS,$ $22 min$37 min$38 min$50 min$1:03 hrs$1:16 hrs$1:24 hrs$1:41 hrs$1:45 hrs$1:48 hrs$2:14 hrs$2:02 hrs$2:03 hrs$2:08 hrs$2:13 hrs$2:18 hrs$2:20 hrs$2:37 hrs$2:24 hrs,$18 min$28 min$40 min$45 min$1 hrs$1:12 hrs$1:18 hrs$1:35 hrs$1:42 hrs$1:45 hrs$1:59 hrs$2:15 hrs$2:01 hrs$2:04 hrs$2:10 hrs$2:14 hrs$2:18 hrs$2:33 hrs$2:34 hrs$ 
51612,BINA KOTA PASS,$ $7 min$20 min$28 min$33 min$37 min$46 min$50 min$1:08 hrs$1:17 hrs$1:17 hrs$1:23 hrs$1:26 hrs$1:27 hrs$1:34 hrs$1:39 hrs$1:08 hrs$1:02 hrs$49 min$50 min$46 min$45 min$50 min$48 min$47 min$44 min$41 min$42 min$42 min$16 min$26 min$26 min$27 min$28 min$31 min$31 min$16 min,$5 min$17 min$29 min$29 min$36 min$44 min$47 min$1:05 hrs$1:16 hrs$1:25 hrs$1:19 hrs$1:23 hrs$1:26 hrs$1:34 hrs$1:46 hrs$1:43 hrs$1:09 hrs$1:11 hrs$50 min$50 min$47 min$48 min$51 min$47 min$55 min$43 min$42 min$42 min$43 min$24 min$30 min$26 min$28 min$29 min$33 min$32 min$ 
51601,BINA KMZ PASS,$ $8 min$8 min$10 min$11 min$11 min$12 min$16 min$19 min$16 min$17 min$20 min$19 min$19 min$18 min$21 min$25 min$5 min$17 min$16 min$23 min$28 min$27 min$28 min$28 min$29 min$29 min$27 min$17 min$20 min$0,$1 min$10 min$10 min$11 min$10 min$11 min$19 min$18 min$21 min$19 min$20 min$24 min$18 min$19 min$13 min$21 min$25 min$21 min$17 min$21 min$28 min$30 min$29 min$28 min$39 min$30 min$30 min$27 min$20 min$22 min$ 
51603,BINA KTE PASS,$ $33 min$36 min$37 min$37 min$35 min$35 min$35 min$42 min$47 min$47 min$48 min$46 min$45 min$47 min$50 min$48 min$45 min$44 min$42 min$42 min$42 min$40 min$36 min$39 min$38 min$36 min$35 min$34 min$36 min$29 min$26 min,$20 min$34 min$36 min$37 min$37 min$38 min$37 min$40 min$46 min$48 min$47 min$47 min$47 min$44 min$43 min$50 min$50 min$48 min$44 min$43 min$42 min$42 min$40 min$37 min$39 min$38 min$36 min$35 min$33 min$37 min$31 min$ 
59342,BINA NAD PASS,$ $1:05 hrs$1:10 hrs$1:04 hrs$1:13 hrs$1:20 hrs$1:27 hrs$1:32 hrs$1:37 hrs$1:47 hrs$1:59 hrs$2:05 hrs$1:56 hrs$2:19 hrs$2:15 hrs$2:19 hrs$1:51 hrs$1:46 hrs$1:47 hrs$1:55 hrs$1:51 hrs$1:47 hrs$1:51 hrs$1:56 hrs$1:57 hrs$1:51 hrs$1:51 hrs$1:47 hrs$58 min$1:13 hrs$1:27 hrs$1:16 hrs$1:11 hrs$1:23 hrs$1:25 hrs$1:25 hrs$1:25 hrs$38 min,$52 min$1:08 hrs$1:02 hrs$1:03 hrs$1:18 hrs$1:27 hrs$1:31 hrs$1:35 hrs$1:44 hrs$1:56 hrs$2 hrs$2:05 hrs$1:56 hrs$2:18 hrs$2:16 hrs$2:20 hrs$1:51 hrs$1:20 hrs$1:51 hrs$1:56 hrs$1:53 hrs$1:48 hrs$1:51 hrs$2 hrs$1:58 hrs$1:51 hrs$1:51 hrs$1:51 hrs$1:08 hrs$1:14 hrs$1:27 hrs$1:16 hrs$1:19 hrs$1:23 hrs$1:25 hrs$1:18 hrs$1:25 hrs$ 
51684,BIR KNW PASS,$ $7 min$31 min$28 min,$6 min$27 min$33 min$ 
51686,BIR KNW PASS,$ $26 min$1:08 hrs$1:17 hrs,$28 min$57 min$1:33 hrs$ 
51688,BIR KNW PASS,$ $43 min$1:40 hrs$1:33 hrs,$40 min$1:28 hrs$1:50 hrs$ 
55578,HRGR DBG PASS,,
55576,HRGR DBG PASS,,
59824,BIX GWL PASS,,
59826,BIX GWL PASS,,
21126,BIX RTM EXP,$ $5 min$8 min$10 min$10 min$0$0$31 min$39 min$24 min$0$8 min$8 min$12 min$13 min$15 min$0$5 min$17 min$0$4 min$0$0,$0$6 min$9 min$10 min$10 min$0$10 min$40 min$40 min$25 min$12 min$13 min$11 min$14 min$20 min$16 min$0$4 min$17 min$3 min$4 min$3 min$ 
68076,BJE ADRA MEMU,$ $6 min$7 min$10 min$0,$2 min$7 min$8 min$10 min$ 
68079,BJE CRP MEMU,$ $13 min$14 min$17 min$7 min$0,$11 min$16 min$15 min$0$9 min$ 
68073,BJE VAA MEMU,$ $0$1 min$0$1 min,$0$0$1 min$1 min$ 
51030,BJP BB FAST PAS,,
57133,BJP RC PASS,$ $17 min$27 min$25 min$22 min$23 min$22 min$25 min$26 min$31 min$39 min$37 min$39 min$1:03 hrs$1:19 hrs$1:25 hrs$1:32 hrs$1:36 hrs$1:42 hrs$1:29 hrs$1:45 hrs$1:52 hrs$1:37 hrs$1:49 hrs$1:36 hrs$1:29 hrs$2 hrs$2:13 hrs$2:18 hrs$2:21 hrs$2:27 hrs$2:25 hrs$2:27 hrs$2:24 hrs$2:27 hrs$1:55 hrs,$3 min$18 min$28 min$23 min$22 min$28 min$28 min$26 min$31 min$36 min$39 min$41 min$1:05 hrs$1:26 hrs$1:24 hrs$1:33 hrs$1:36 hrs$1:43 hrs$1:48 hrs$1:30 hrs$1:54 hrs$1:52 hrs$1:37 hrs$1:48 hrs$1:50 hrs$1:40 hrs$2:11 hrs$2:18 hrs$2:18 hrs$2:24 hrs$2:40 hrs$2:28 hrs$2:27 hrs$2:28 hrs$2:32 hrs$ 
57686,BJP SUR PASS,$ $42 min$49 min$43 min$58 min$28 min$35 min$19 min,$31 min$42 min$49 min$44 min$1 hrs$31 min$36 min$ 
06920,BJP UBL PASS SPL,$ $34 min$32 min$24 min$48 min$21 min$32 min$32 min$36 min$30 min$32 min$20 min$19 min$18 min$14 min$9 min$11 min$18 min$46 min$58 min$53 min$1 hrs$1:19 hrs$47 min,$36 min$1:24 hrs$1:22 hrs$35 min$58 min$45 min$1:05 hrs$1:04 hrs$48 min$48 min$1:17 hrs$1:11 hrs$1:07 hrs$1:05 hrs$1:01 hrs$1:02 hrs$46 min$1:04 hrs$31 min$58 min$1 hrs$1 hrs$1:18 hrs$ 
52464,BJPL PTK PASS N G,$ $13 min$13 min$14 min$34 min$23 min$12 min$4 min$10 min,$13 min$13 min$13 min$31 min$33 min$26 min$16 min$15 min$ 
52466,BJPL PTK PASS N G,$ $3 min$3 min$1 min,$0$12 min$3 min$ 
52468,BJPL PTK PASS N G,,
52470,BJPL PTK PASS N G,,
15231,BJU GONDIA EXP,$ $1:18 hrs$23 min$28 min$31 min$22 min$1:20 hrs$1:10 hrs$54 min$59 min$1:58 hrs$3:51 hrs$3:52 hrs$3:19 hrs$3:40 hrs$3:45 hrs$3:55 hrs$4:02 hrs$3:17 hrs$3:07 hrs$3:10 hrs$3:13 hrs$3:05 hrs$3:05 hrs$2:51 hrs$3 hrs$3:08 hrs$2:32 hrs$3:07 hrs$3:08 hrs$3:17 hrs$2:21 hrs,$0$1:18 hrs$26 min$28 min$32 min$35 min$1:22 hrs$1:10 hrs$56 min$1:09 hrs$2:35 hrs$3:52 hrs$3:53 hrs$3:21 hrs$3:41 hrs$3:46 hrs$3:56 hrs$3:54 hrs$3:08 hrs$3:07 hrs$3:10 hrs$3:14 hrs$3:04 hrs$3:04 hrs$2:28 hrs$3 hrs$3:04 hrs$2:57 hrs$3:08 hrs$3:11 hrs$3:16 hrs$ 
11123,BJU GWL MAIL,$ $8 min$15 min$24 min$27 min$0$2 min$2 min$1 min$4 min$11 min$4 min$13 min$8 min$8 min$8 min$10 min$2 min$4 min$4 min$3 min$5 min$5 min$6 min$9 min$3 min$5 min$3 min$57 min$1:11 hrs$58 min$30 min$30 min$58 min$57 min$1:49 hrs$2:02 hrs$2:09 hrs$2:09 hrs$2:05 hrs$2:14 hrs$2:20 hrs$2:22 hrs$2:34 hrs$2:10 hrs$2:38 hrs$1:27 hrs$2:44 hrs,$0$8 min$17 min$23 min$27 min$5 min$2 min$2 min$1 min$6 min$11 min$3 min$13 min$2 min$18 min$9 min$10 min$5 min$6 min$4 min$3 min$4 min$5 min$6 min$9 min$4 min$6 min$28 min$1:07 hrs$1:11 hrs$58 min$35 min$32 min$59 min$59 min$1:59 hrs$2:10 hrs$2:09 hrs$2:09 hrs$2:11 hrs$2:14 hrs$2:20 hrs$2:22 hrs$2:36 hrs$2:29 hrs$2:38 hrs$1:27 hrs$ 
55549,BJU HJP PASS,,
28181,BJU KIR LINK EXP,,
15203,BJU LJN EXP,$ $5 min$8 min$3 min$8 min$9 min$16 min$20 min$14 min$26 min$11 min$29 min$29 min$33 min$25 min$28 min$29 min$29 min$27 min$24 min$23 min$23 min$24 min$27 min$33 min$36 min$29 min$25 min$35 min$47 min$46 min$42 min$48 min$50 min$38 min$56 min$51 min,$0$4 min$7 min$4 min$7 min$10 min$18 min$17 min$14 min$26 min$10 min$30 min$29 min$33 min$28 min$31 min$29 min$29 min$27 min$24 min$23 min$23 min$26 min$32 min$35 min$39 min$39 min$28 min$45 min$47 min$47 min$56 min$54 min$51 min$48 min$1:03 hrs$ 
71908,BKI IDH DMU,$ $12 min$14 min$16 min$25 min$34 min$39 min$43 min$46 min$49 min$55 min$58 min$59 min$1:07 hrs$1:20 hrs$1:11 hrs,$4 min$12 min$15 min$22 min$33 min$38 min$40 min$43 min$54 min$49 min$57 min$1 hrs$1:03 hrs$1:15 hrs$1:28 hrs$ 
71904,BKI IDH DMU,$ $2:15 hrs$2:15 hrs$2:15 hrs$2:20 hrs$2:32 hrs$2:39 hrs$2:43 hrs$2:47 hrs$2:56 hrs$3 hrs$3:04 hrs$3:15 hrs$3:20 hrs$3:19 hrs$2:58 hrs,$2:09 hrs$2:15 hrs$2:16 hrs$2:19 hrs$2:29 hrs$2:40 hrs$2:40 hrs$2:47 hrs$2:50 hrs$2:57 hrs$3:03 hrs$3:14 hrs$3:17 hrs$3:21 hrs$3:24 hrs$ 
54461,BKI BE PASS,$ $1:09 hrs$1:09 hrs$1:08 hrs$1:14 hrs$1:17 hrs$1:28 hrs$1:30 hrs$1:34 hrs$1:42 hrs$1:47 hrs$1:52 hrs$2:04 hrs$2:08 hrs$2:12 hrs$1:57 hrs$1:59 hrs$2:04 hrs$1:56 hrs$1:19 hrs$2:06 hrs$2:16 hrs$3:30 hrs$3:58 hrs$4:02 hrs$4:11 hrs$4:16 hrs$4:22 hrs$4:26 hrs$4:35 hrs$4:53 hrs$4:37 hrs$4:44 hrs$18:36 hrs$4:45 hrs$4:46 hrs$4:50 hrs$4:53 hrs$4:54 hrs$4:47 hrs$4:31 hrs$4:28 hrs$4:43 hrs$4:08 hrs$3:59 hrs$3:58 hrs$4:01 hrs,$1:03 hrs$1:10 hrs$1:09 hrs$1:13 hrs$1:18 hrs$1:29 hrs$1:29 hrs$1:33 hrs$1:43 hrs$1:45 hrs$1:51 hrs$2:03 hrs$2:07 hrs$2:10 hrs$2:28 hrs$2:04 hrs$2:03 hrs$2:05 hrs$1:59 hrs$1:26 hrs$2:30 hrs$3:29 hrs$3:56 hrs$3:59 hrs$4:08 hrs$3:17 hrs$4:21 hrs$4:22 hrs$4:32 hrs$4:36 hrs$5:01 hrs$4:41 hrs$4:44 hrs$14:28 hrs$4:45 hrs$4:47 hrs$4:51 hrs$4:58 hrs$4:54 hrs$5:24 hrs$4:44 hrs$4:30 hrs$4:46 hrs$4:05 hrs$3:59 hrs$3:41 hrs$ 
54463,BKI RKSH PASS,$ $4:10 hrs$4:18 hrs$4:05 hrs$4:07 hrs$4:30 hrs$3:33 hrs$3:39 hrs$3:34 hrs$3:33 hrs$3:31 hrs$3:38 hrs$3:40 hrs$3:41 hrs$3:43 hrs$3:42 hrs$3:42 hrs$3:43 hrs$3:51 hrs$3:51 hrs$3:34 hrs$3:48 hrs$3:51 hrs$4:02 hrs$4:01 hrs$4:07 hrs$2:33 hrs$2:38 hrs$2:41 hrs$2:40 hrs$2:43 hrs,$4:12 hrs$4:19 hrs$4:20 hrs$4:03 hrs$4:09 hrs$4:30 hrs$3:28 hrs$3:33 hrs$3:34 hrs$3:33 hrs$3:43 hrs$3:41 hrs$3:47 hrs$3:42 hrs$3:45 hrs$3:42 hrs$3:43 hrs$3:20 hrs$3:53 hrs$3:17 hrs$3:45 hrs$3:49 hrs$4:03 hrs$4:02 hrs$4:09 hrs$4:07 hrs$2:34 hrs$2:43 hrs$2:40 hrs$2:43 hrs$ 
22473,BKN BDTS SF EXP,$ $1 min$0$1 min$6 min$7 min$5 min$0$4 min$0$0$0$0$9 min$0$0$0$0$11 min$0$3 min$6 min$2 min$0,$2 min$2 min$0$2 min$13 min$7 min$2 min$3 min$3 min$3 min$2 min$0$0$9 min$8 min$0$0$0$11 min$1 min$2 min$6 min$1 min$ 
22475,HSR CBE AC S F,$ $1 min$18 min$1 min$4 min$2 min$0$8 min$3 min$8 min$19 min$26 min$19 min$14 min$32 min$13 min$29 min$43 min$34 min$37 min$32 min$25 min$27 min$3 min$16 min$47 min$42 min$1:09 hrs$58 min$1:05 hrs$1:11 hrs$1:02 hrs$47 min$53 min$0,$0$2 min$12 min$0$4 min$2 min$2 min$8 min$1 min$11 min$23 min$25 min$17 min$15 min$32 min$15 min$35 min$46 min$34 min$43 min$33 min$21 min$27 min$2 min$22 min$48 min$42 min$1:09 hrs$59 min$1:18 hrs$1:11 hrs$1:04 hrs$58 min$51 min$ 
74831,BKN CUR DMU,$ $11 min$12 min$14 min$13 min$13 min$13 min$19 min$18 min$11 min$19 min$19 min$25 min$2 min,$11 min$12 min$13 min$14 min$13 min$13 min$14 min$18 min$21 min$18 min$19 min$26 min$44 min$ 
12489,BKN DDR SF EXP,$ $42 min$20 min$22 min$6 min$18 min$22 min$26 min$20 min$19 min$15 min$9 min$17 min$49 min$28 min$34 min$31 min$33 min$14 min$31 min$22 min$14 min,$22 min$42 min$29 min$23 min$6 min$18 min$23 min$26 min$20 min$19 min$18 min$18 min$29 min$49 min$32 min$34 min$31 min$32 min$19 min$31 min$22 min$ 
12458,BKN DEE S F EXP,$ $7 min$9 min$11 min$13 min$6 min$6 min$6 min$0$13 min$0$12 min$7 min$8 min,$4 min$7 min$8 min$11 min$13 min$6 min$7 min$6 min$8 min$15 min$6 min$12 min$10 min$ 
12456,BKN DEE SF EXP,$ $7 min$14 min$0$6 min$7 min$9 min$8 min$0$9 min$8 min$13 min$11 min$17 min$22 min$22 min$23 min$10 min$7 min$6 min$18 min,$3 min$7 min$14 min$2 min$7 min$9 min$9 min$8 min$1 min$14 min$8 min$13 min$9 min$17 min$23 min$28 min$23 min$15 min$13 min$14 min$ 
25631,BKN GHY EXPRESS,$ $1 min$2 min$0,$1 min$2 min$1 min$ 
74833,BKN HSR DMU,$ $5 min$7 min$7 min$6 min$7 min$7 min$12 min$11 min$4 min$8 min$7 min$7 min$6 min$8 min$8 min$9 min$8 min$3 min$6 min$5 min$3 min$0,$0$7 min$7 min$7 min$6 min$8 min$12 min$12 min$11 min$8 min$8 min$7 min$8 min$7 min$8 min$10 min$9 min$8 min$4 min$5 min$5 min$4 min$ 
22308,BKN HWH SUPFAST,$ $6 min$8 min$4 min$4 min,$1 min$6 min$12 min$4 min$ 
22472,BKN INTERCITY,$ $5 min$8 min$0$2 min$1 min$3 min$7 min$11 min$13 min$12 min$18 min$16 min$0,$0$5 min$8 min$1 min$3 min$3 min$5 min$8 min$11 min$13 min$13 min$17 min$16 min$ 
22480,INTERCITY EXP,$ $8 min$14 min$7 min$0$2 min$7 min$1 min$4 min$7 min$8 min$12 min$16 min$7 min$5 min,$0$8 min$15 min$8 min$0$6 min$8 min$5 min$4 min$7 min$8 min$13 min$15 min$8 min$ 
16311,SGNR KCVL EXP,$ $5 min$3 min$0$0$17 min$3 min$0$0$0$0$0$0$0$26 min$0,$1 min$5 min$3 min$0$2 min$17 min$4 min$3 min$3 min$0$0$2 min$0$0$26 min$ 
12495,BKN KOAA SUP EX,$ $9 min$10 min$0$9 min$0$2 min$38 min$1:10 hrs$1:08 hrs$1:06 hrs$2:34 hrs$5:38 hrs$6:21 hrs$6:45 hrs$6:08 hrs$5:32 hrs$5:48 hrs$6:01 hrs$6 hrs$6:57 hrs,$0$9 min$10 min$0$9 min$1 min$2 min$38 min$1:10 hrs$1:06 hrs$1:03 hrs$3:34 hrs$6:13 hrs$6:22 hrs$6:45 hrs$6:08 hrs$5:32 hrs$5:48 hrs$6:01 hrs$6:02 hrs$ 
17624,SGNR NED EXP,$ $11 min$15 min$27 min$7 min$5 min$19 min$42 min$46 min$46 min$13 min$29 min$30 min$17 min$0$28 min$0$0$8 min$0$5 min$0$0$0$0$7 min$9 min$10 min$0$17 min$8 min$0$5 min$0,$2 min$11 min$16 min$22 min$7 min$5 min$30 min$48 min$46 min$43 min$15 min$29 min$30 min$25 min$4 min$28 min$18 min$0$8 min$0$5 min$0$10 min$2 min$8 min$19 min$10 min$13 min$1 min$17 min$8 min$8 min$20 min$ 
14709,BKN PURI EXP,$ $26 min$27 min$18 min$19 min$0$12 min$12 min$0$0$16 min$0$55 min$1:25 hrs$33 min$42 min$0$0$0$0$0$8 min$5 min$32 min$15 min$12 min$28 min$10 min$0$10 min,$0$26 min$25 min$18 min$18 min$13 min$11 min$12 min$1 min$21 min$19 min$4 min$1 hrs$1:23 hrs$33 min$47 min$6 min$0$0$1 min$0$20 min$8 min$30 min$13 min$12 min$28 min$6 min$0$ 
54790,BKN RE PASS,$ $5 min$6 min$7 min$7 min$12 min$12 min$13 min$11 min$4 min$11 min$13 min$14 min$4 min$15 min$14 min$5 min$14 min$1 min$5 min$4 min$5 min$0$3 min$2 min$0$3 min$3 min$2 min$4 min$0,$0$6 min$7 min$7 min$12 min$14 min$13 min$13 min$13 min$11 min$13 min$13 min$16 min$12 min$14 min$13 min$9 min$14 min$6 min$7 min$5 min$5 min$1 min$2 min$2 min$3 min$7 min$4 min$3 min$6 min$ 
17038,HSR SC EXPRESS,$ $7 min$1 min$6 min$9 min$0$7 min$8 min$0$1 min$2 min$0$0$0$0$26 min$0$0$0$0$14 min$4 min$0$4 min$14 min$13 min$16 min$10 min$32 min$5 min$0$21 min$0$0,$1 min$8 min$11 min$12 min$11 min$2 min$8 min$8 min$6 min$1 min$3 min$1 min$0$2 min$3 min$26 min$7 min$1 min$1 min$15 min$14 min$9 min$2 min$14 min$14 min$14 min$30 min$13 min$36 min$5 min$11 min$21 min$5 min$ 
16588,BKN YPR EXPRESS,$ $12 min$13 min$13 min$0$0$0$0$11 min$13 min$10 min$0$24 min$6 min$3 min$1 min$0$0$0$10 min$11 min$12 min$12 min$28 min$33 min$8 min$10 min$16 min$0$0$11 min$22 min$25 min$19 min$0,$2 min$12 min$12 min$15 min$2 min$1 min$0$1 min$11 min$12 min$17 min$1 min$28 min$3 min$3 min$0$1 min$0$0$10 min$11 min$7 min$13 min$27 min$39 min$20 min$17 min$15 min$20 min$0$12 min$38 min$25 min$18 min$ 
63595,BKSC ASN MEMU,$ $0$2 min$0$0$0$0$2 min$4 min$6 min$11 min$17 min$21 min$30 min$22 min$4 min$10 min$10 min$11 min$13 min$8 min$0$19 min,$0$1 min$2 min$0$1 min$1 min$1 min$2 min$3 min$8 min$12 min$19 min$23 min$30 min$10 min$11 min$12 min$10 min$11 min$12 min$8 min$5 min$ 
63591,BKSC ASN MEMU,$ $0$3 min$4 min$10 min$15 min$23 min$25 min$27 min$29 min$30 min$31 min$31 min$33 min$37 min$34 min$37 min$36 min,$0$2 min$3 min$4 min$10 min$21 min$23 min$25 min$27 min$29 min$30 min$31 min$31 min$33 min$38 min$38 min$37 min$ 
58014,BKSC HWH  PAS,$ $9 min$16 min$5 min$7 min$9 min$14 min$17 min$20 min$24 min$22 min$4 min,$6 min$11 min$15 min$8 min$7 min$11 min$15 min$22 min$21 min$27 min$22 min$ 
59024,BL MMCT PASS,$ $3 min$4 min$3 min$4 min$5 min$6 min$7 min$9 min$12 min$11 min$13 min$6 min$4 min$5 min$8 min$2 min$0$5 min$1 min,$0$2 min$4 min$5 min$4 min$6 min$6 min$8 min$16 min$18 min$12 min$13 min$6 min$5 min$3 min$9 min$3 min$0$5 min$ 
59046,BL BDTS PASS,$ $2 min$3 min$4 min$6 min$6 min$8 min$9 min$6 min$3 min$5 min$7 min$8 min$8 min$8 min$9 min$3 min$8 min$8 min$0$0,$0$3 min$3 min$4 min$6 min$7 min$8 min$9 min$15 min$6 min$5 min$8 min$9 min$9 min$8 min$9 min$5 min$9 min$13 min$1 min$ 
12911,BL HARIDWAR EXP,$ $12 min$2 min$1 min$13 min$10 min$8 min$0$8 min$37 min$54 min$10 min$0$5 min,$0$11 min$3 min$2 min$10 min$11 min$8 min$0$11 min$39 min$54 min$1 min$0$ 
19055,BL JODHPUR EXP,$ $4 min$0$0$4 min$19 min$18 min$0$10 min$0$0$0$16 min$16 min$0$4 min$1 min,$0$4 min$0$1 min$4 min$20 min$17 min$2 min$13 min$19 min$0$0$16 min$17 min$1 min$2 min$ 
22909,BL  PURI S F EXP,$ $0$0$0$0$19 min$15 min$3 min$0$53 min$1:27 hrs$40 min$58 min$53 min$33 min$44 min$20 min$28 min$0$13 min$24 min$9 min$0,$0$0$0$0$4 min$18 min$15 min$4 min$9 min$1:14 hrs$1:27 hrs$40 min$57 min$53 min$40 min$43 min$35 min$33 min$13 min$12 min$20 min$4 min$ 
19052,BL SHRAMIK EXP,$ $16 min$22 min$27 min$52 min$3:39 hrs$5:17 hrs$5:12 hrs$4:48 hrs$4:45 hrs$4:16 hrs$3:49 hrs$3:07 hrs$2:29 hrs$2:03 hrs$1:15 hrs,$1 min$16 min$22 min$34 min$52 min$3:58 hrs$5:18 hrs$5:12 hrs$4:49 hrs$4:58 hrs$4:28 hrs$3:49 hrs$3:05 hrs$2:30 hrs$2:35 hrs$ 
69151,BL ST MEMU,$ $11 min$10 min$14 min$14 min$17 min$17 min$24 min$24 min$22 min$13 min,$4 min$11 min$13 min$15 min$16 min$17 min$20 min$24 min$25 min$32 min$ 
69154,BL UBR MEMU,$ $10 min$11 min$12 min$10 min$12 min$13 min$2 min,$6 min$11 min$11 min$13 min$11 min$15 min$14 min$ 
