Station Names,Station Codes,Latitude,Longitude
BAJPATTI,BJT,26.5614° N,85.6101° E
BAJRANGARH,BJG,24.5682° N,77.2693° E
BAJRANGPURA,BRGP,27.5340° N,76.0421° E
BAJUD,BJUD,21.7543° N,71.8393° E
BAJVA,BJW,22.3717° N,73.1345° E
BAKAL,BAKL,23.7515° N,79.9696° E
BAKANIAN BHAUNR,BQE,23.2642° N,77.2572° E
BAKAS,BKKS,null,null
BAKASPUR,BKPR,22.9779° N,84.9583° E
BAKAYANWALA,BKWA,null,null
BAKHLETA,BQQ,23.8738° N,80.0633° E
BAKHRABAD,VKD,22.1187° N,87.3637° E
BAKHRI,BKHR,25.5994° N,86.2605° E
BAKHSHA,BKSA,25.7852° N,82.5713° E
BAKHTIYARPUR JN,BKP,null,null
BAKRA ROAD,BK,25.2169° N,72.4879° E
BAKROL,BKRL,22.5639° N,72.9112° E
BAKSHI KA TALAB,BKT,26.9841° N,80.9220° E
BAKTAL,BKTL,23.2505° N,77.0125° E
BAKUDI,BKLE,24.9278° N,87.7800° E
BAKULHA,BKLA,25.8214° N,83.8334° E
BALA ROAD,BLRD,22.7980° N,71.6975° E
BALABHADRAPURAM,BBPM,16.9592° N,82.0053° E
BALAGARH,BGAE,23.1189° N,88.4646° E
BALAGHAT JN,BTC,null,null
BALAMU JN,BLM,null,null
BALANAGAR,BABR,17.4814° N,78.4490° E
BALANGIR,BLGR,20.7074° N,83.4843° E
BALAPALLE,BLPE,null,null
BALARAMAPURAM,BRAM,8.4321° N,77.0503° E
BALARAMBATI,BLAE,22.8178° N,88.2187° E
BALASIRING,BLRG,23.2684° N,85.2813° E
BALASORE,BLS,21.4934° N,86.9135° E
BALAUDA TAKUN,BLDK,22.8738° N,75.7565° E
BALAWALI,BLW,29.6271° N,78.1101° E
BALDANA ROAD,BLDR,null,null
BALE,BALE,17.6999° N,75.8781° E
BALEL PIPARIYA,BLPL,21.7588° N,71.1286° E
BALGANUR,BLR,15.9561° N,76.7531° E
BALGONA,BGNA,23.4462° N,87.9384° E
BALHARSHAH,BPQ,19.8516° N,79.3499° E
BALIAKHERI,BAE,29.9257° N,77.6375° E
BALICHAK,BCK,22.3601° N,87.5569° E
BALIMARA,BTZ,26.8257° N,92.7755° E
BALIPARA,BVU,26.8257° N,92.7755° E
BALLABGARH,BVH,28.3388° N,77.3206° E
BALLALPUR,BQZ,19.8516° N,79.3499° E
BALLARI CANTT,BYC,15.1506° N,76.8950° E
BALLARI JN,BAY,null,null
BALLENAHALLI,BAHI,12.4638° N,76.7149° E
BALLI,BLLI,25.1909° N,73.2854° E
BALLIA,BUI,25.7585° N,84.1488° E
BALLUPUR,BAPR,30.3336° N,78.0115° E
BALLY,BLY,22.6560° N,88.3194° E
BALLY GHAT,BLYG,22.6526° N,88.3483° E
BALLYGUNGE JN,BLN,null,null
BALOD,BXA,20.7271° N,81.2056° E
BALOTRA JN,BLT,null,null
BALPUR HALT,BPRH,null,null
BALRAI,BBL,26.9208° N,78.8301° E
BALRAMPUR,BLP,27.4307° N,82.1805° E
BALSAMAND,BLSD,29.0716° N,75.4898° E
BALUGAON,BALU,20.1783° N,85.1129° E
BALURGHAT,BLGT,25.2373° N,88.7831° E
BALWA,WAB,29.4040° N,77.3037° E
BALWARA,BAWA,25.4928° N,72.5412° E
BAMANGACHHI,BMG,22.7569° N,88.5073° E
BAMANGRAM,BMGR,25.6118° N,88.1986° E
BAMANHAT,BXT,26.0718° N,89.5863° E
BAMANHERI,BMHR,29.5184° N,77.6966° E
BAMANI,BMNI,17.1839° N,74.5800° E
BAMANKUWA,BMX,null,null
BAMANWALI,BMNL,28.3619° N,73.5181° E
BAMHANI P H,BMW,null,null
BAMHNI BANJAR,BIV,22.4771° N,80.3686° E
BAMHRAULI,BMU,25.4442° N,81.7426° E
BAMIANA,BMY,28.2608° N,79.3237° E
BAMLA,BMLL,28.8066° N,76.2453° E
BAMNIA,BMI,23.0959° N,74.7615° E
BAMOUR GAON,BMZ,26.3587° N,78.0967° E
BAMRA,BMB,22.0526° N,84.2884° E
BAMSIN,BMSN,25.7773° N,72.5501° E
BAMUR,BAMR,21.0106° N,84.4831° E
BANAGANAPALLE,BGNP,15.3181° N,78.2255° E
BANAHI,BYN,25.5690° N,84.3746° E
BANAPURA,BPF,22.4730° N,77.4831° E
BANAR,BNO,26.3431° N,73.1527° E
BANARHAT,BNQ,26.7995° N,89.0418° E
BANAS,BNS,null,null
BANASANDRA,BSN,13.2638° N,76.6579° E
BANASWADI,BAND,13.0104° N,77.6482° E
BANAVAR,BVR,13.4069° N,76.1620° E
BANBASA,BNSA,28.9911° N,80.0800° E
BANCHARI,BNCR,27.9334° N,77.3511° E
BAND HAMIRPUR,BAHP,null,null
BANDA JN,BNDA,null,null
BANDAKPUR,BNU,23.8458° N,79.5744° E
BANDANWARA,BDW,26.1298° N,74.7044° E
BANDARKHAL,BXK,25.0100° N,92.7599° E
BANDARUPALLE,BDPL,16.3735° N,80.3589° E
BANDEL JN,BDC,22.9228° N,88.3777° E
BANDH BARETA,BR,26.9105° N,77.3643° E
BANDHUA,BNF,24.5590° N,84.2529° E
BANDHUA KALAN,BDKN,26.2726° N,81.9958° E
BANDIKUI JN,BKI,null,null
BANDRA,BA,19.0596° N,72.8295° E
BANDRA TERMINUS,BDTS,19.0625° N,72.8413° E
BANESWAR,BSW,20.2961° N,85.8245° E
BANGA,BXB,31.1960° N,75.9957° E
BANGAIN,BGAN,27.1629° N,82.1578° E
BANGALBAREE,BJY,25.6271° N,88.2302° E
BANGAON JN,BNJ,23.0307° N,88.8329° E
BANGARAPET,BWT,12.9924° N,78.1768° E
BANGARI,BGAR,25.8407° N,78.9599° E
BANGARMAU,BGMU,26.8917° N,80.2127° E
BANGI NIHALSNGH,BNLS,30.0077° N,74.9603° E
BANGRIPOSI,BGY,22.1527° N,86.5413° E
BANGROD,BOD,23.4055° N,75.1064° E
BANGURKELA,BGKA,22.2760° N,84.9375° E
BANI,BANI,32.7079° N,75.8156° E
BANI BIHAR,BNBH,26.0790° N,86.8258° E
BANIHAL,BAHL,33.4370° N,75.1939° E
BANISAR,BS,28.0750° N,73.9060° E
BANIYA SANDA DH,BSDA,null,null
BANKA,BAKA,24.8874° N,86.9198° E
BANKA GHAT,BKG,25.5477° N,85.2775° E
BANKAPASI,BCF,23.5711° N,88.0473° E
BANKAT,BNKT,26.1265° N,83.2359° E
BANKATA,BTK,26.5770° N,83.7744° E
BANKHEDI,BKH,22.7691° N,78.5349° E
BANKURA,BQA,23.2313° N,87.0784° E
BANMANKHI JN,BNKI,null,null
BANMOR,BAO,26.3587° N,78.0967° E
BANNI KOPPA,BNA,15.3877° N,75.9420° E
BANNIHATTI,BNHT,15.1517° N,76.6355° E
BANO,BANO,22.6499° N,84.9219° E
BANOSA,BASA,20.9238° N,77.3497° E
BANPAS,BPS,23.4030° N,87.7475° E
BANPUR,BPN,19.7714° N,85.1635° E
BANSADHARA,BSDR,18.9649° N,83.8160° E
BANSDIH ROAD,BCD,25.8041° N,84.2022° E
BANSH BARIA,BSAE,22.9573° N,88.3954° E
BANSHLAI BRIDGE,BSBR,null,null
BANSI BOHERA,BYE,null,null
BANSI PAHARPUR,BIQ,26.9345° N,77.5039° E
BANSINALA HALT,BNSL,24.6663° N,85.1603° E
BANSIPUR,BSQP,25.2807° N,86.3209° E
BANSJORA,BZS,23.7621° N,86.2286° E
BANSKHO,BSKO,26.8244° N,76.1465° E
BANSPANI,BSPX,22.0005° N,85.4239° E
BANSTHALI NIWAI,BNLW,null,null
BANSTOLA,BNB,22.4059° N,87.0799° E
BANTA RNATHGARH,BGG,25.6023° N,73.5275° E
BANTANAHAL,BLL,15.1908° N,77.3037° E
BANTAWALA,BNTL,12.9012° N,75.0412° E
BANTHRA,BTRA,26.6903° N,80.8341° E
BANTVA,BATA,21.4915° N,70.0771° E
BANWALI,BWC,29.3964° N,75.4330° E
BAOLI,BAOL,28.6260° N,77.2250° E
BAORI THIKRIA,BOTI,null,null
BAP,BAF,27.3719° N,72.3489° E
BAPATLA,BPP,15.9039° N,80.4671° E
BAPUDM MOTIHARI,BMKI,26.6550° N,84.9049° E
BAR,BAR,24.8646° N,78.5803° E
BAR LANGFER S,BRLF,null,null
BARA GUDAH,BGD,29.6979° N,75.0056° E
BARA JAMDA,BJMD,22.1650° N,85.4278° E
BARABAMBO,BRM,22.6765° N,85.6255° E
BARABANKI JN,BBK,null,null
BARABHATI P H,BFF,null,null
BARABHUM,BBM,23.0266° N,86.3643° E
BARABIL,BBN,22.1053° N,85.3790° E
BARACHAK,BCQ,23.7073° N,86.9280° E
BARADIYA,BRDA,21.3229° N,70.5919° E
BARADWAR,BUA,22.0105° N,82.8174° E
BARAGAON,BNM,25.4773° N,78.7164° E
BARAGOPAL,BAGL,25.7596° N,84.8855° E
BARAHAT,BHLE,24.9144° N,87.0062° E
BARAHU,BRHU,26.1164° N,92.1394° E
BARAI JALALPUR,BJLP,null,null
BARAIGRAM JN,BRGM,null,null
BARAKALAN,BQW,26.5292° N,78.8553° E
BARAKAR,BRR,23.7393° N,86.8181° E
BARAL,BARL,25.6190° N,88.3033° E
BARALA,BAA,32.7585° N,77.4200° E
BARAMATI,BRMT,18.1792° N,74.6078° E
BARAMULA,BRML,34.1595° N,74.3587° E
BARAN,BAZ,25.1011° N,76.5132° E
BARANAGAR ROAD,BARN,22.6535° N,88.3785° E
BARANG,BRAG,20.3950° N,85.8537° E
BARAPALASI,BRPS,24.3757° N,87.1840° E
BARARA,RAA,30.2120° N,77.0402° E
BARARA BUZURG,BRRZ,26.0524° N,81.0893° E
BARASAT,BT,22.7248° N,88.4789° E
BARAUNI JN,BJU,25.4629° N,85.9882° E
BARAUT,BTU,29.0992° N,77.2588° E
BARBATPUR,BBTR,22.1959° N,77.9210° E
BARBERA,BRBR,null,null
BARCHI ROAD,BCRD,21.9525° N,78.3121° E
BARDA,BRDB,20.7895° N,86.0657° E
BARDDHAMAN JN,BWN,23.2502° N,87.8696° E
BARDHANA HALT,BRDH,null,null
BARDI HALT,BDHT,21.6207° N,78.8229° E
BARDOLI,BIY,21.1255° N,73.1122° E
BAREILLY,BE,28.3670° N,79.4304° E
BAREILLY,BRY,28.3670° N,79.4304° E
BAREILLY CANTT,BRYC,28.3498° N,79.4386° E
BAREILLY CITY,BC,28.3670° N,79.4304° E
BAREJADI,BJD,22.8945° N,72.6787° E
BARELIPUR,BQM,null,null
BARETA,BRZ,29.8635° N,75.6964° E
BARETH,BET,23.9163° N,77.9981° E
BARGAON GUJAR,BRGJ,null,null
BARGARH,BRG,21.3470° N,83.6320° E
BARGARH ROAD,BRGA,21.3329° N,83.6432° E
BARGAWAN,BRGW,24.1992° N,82.4523° E
BARGI,BUQ,22.9957° N,79.8794° E
BARGOLAI,BGLI,27.2856° N,95.7148° E
BARH,BARH,25.4723° N,85.7082° E
BARHAJ BAZAR,BHJ,26.2838° N,83.7309° E
BARHAN,BRN,27.3313° N,78.1935° E
BARHARA,BHHT,25.6890° N,84.7237° E
BARHARA KOTHI,BAKT,25.7719° N,87.1111° E
BARHARAGANI,BAGJ,null,null
BARHARWA JN,BHW,24.8579° N,87.7746° E
BARHIYA,BRYA,25.2836° N,86.0173° E
BARHNI,BNY,27.4975° N,82.7872° E
BARHRAGRAM,BRHM,23.7880° N,87.1648° E
BARI,BARI,26.6468° N,77.6153° E
BARI BRAHMAN,BBMN,32.6365° N,74.9141° E
BARI SADRI,BI,24.4130° N,74.4735° E
BARIARPUR,BUP,25.2886° N,86.5729° E
BARIPADA,BPO,21.9322° N,86.7517° E
BARIPUR MANDALA,BRPM,null,null
BARIPURA,BPRA,23.5228° N,77.8103° E
BARITHENGARH,BRTG,20.6570° N,86.0592° E
BARIWALA,BRW,30.5379° N,74.6525° E
BARKA,BADK,24.1603° N,82.1224° E
BARKA KANA,BRKA,23.6227° N,85.4608° E
BARKHERA,BKA,28.4543° N,79.8063° E
BARKISALALYA,BSYA,24.7163° N,84.1383° E
BARKUR,BKJ,13.4672° N,74.7492° E
BARLAI,BLAX,24.4215° N,75.3266° E
BARLANGA,BLNG,23.4374° N,85.8461° E
BARMER,BME,25.7521° N,71.3967° E
BARMI,BRMX,30.6854° N,75.6368° E
BARNAGAR,BNG,23.0504° N,75.3774° E
BARNALA,BNN,30.3819° N,75.5468° E
BARODA HOUSE,NDBH,28.6171° N,77.2301° E
BAROG,BOF,30.8883° N,77.0766° E
BARPALI,BRPL,21.1813° N,83.5976° E
BARPATHAR,BXP,26.2763° N,93.8974° E
BARPETA ROAD,BPRD,26.5017° N,90.9701° E
BARRACKPORE,BP,22.7674° N,88.3883° E
BARRAJPUR,BJR,26.6833° N,80.1500° E
BARSALI,BYS,21.9149° N,78.0281° E
BARSANA,BARS,27.6464° N,77.3768° E
BARSATHI,BSY,25.5760° N,82.5064° E
BARSI TAKLI,BSQ,20.5776° N,77.0651° E
BARSI TOWN,BTW,18.2334° N,75.6941° E
BARSOI JN,BOE,null,null
BARSOLA,BZO,29.3914° N,76.2291° E
BARSUAN,BXF,21.8528° N,85.0987° E
BARUA BAMUNGAON,BBGN,26.6690° N,93.9833° E
BARUA CHAK,BRCK,27.1249° N,82.0493° E
BARUANAGAR,BRNR,27.1393° N,95.1980° E
BARUD,BRUD,21.7485° N,75.5262° E
BARUIPARA,BRPA,22.7622° N,88.2437° E
BARUIPUR JN,BRP,null,null
BARUNA,BUE,20.6347° N,86.7917° E
BARUNDANI,BNDI,25.1616° N,74.9384° E
BARUVA,BAV,18.8849° N,84.5838° E
BARWA KALAN,BRSA,26.4615° N,80.8696° E
BARWA SAGAR,BWR,25.3748° N,78.7320° E
BARWADIH JN,BRWD,null,null
BARWAHA,BWW,22.2532° N,76.0408° E
BARWALA,BXC,29.3642° N,75.9057° E
BARWALA ROAD,BRL,null,null
BARYA RAM,BYHA,25.5665° N,82.2267° E
BARYAL HIMACHAL,BRHL,31.0877° N,77.1216° E
BASAI,BZY,28.4603° N,76.9844° E
BASAI DHANKOT,BDXT,28.4644° N,76.9832° E
BASAMPALLE,BSPL,18.6544° N,78.4819° E
BASANTAPUR,BSTP,21.5509° N,85.6748° E
BASAR,BSX,18.8802° N,77.9539° E
BASARI,BSRI,24.2149° N,78.2974° E
BASBARI,BSI,26.1906° N,89.9031° E
BASERI,BED,26.7437° N,77.5392° E
BASHARATGANJ,BTG,28.2900° N,79.2860° E
BASI KIRATPUR,BSKR,29.4994° N,78.2077° E
BASIN BRIDGE JN,BBQ,null,null
BASIRHAT,BSHT,22.6574° N,88.8672° E
BASKATWA B. H.,BSCP,null,null
BASMAT,BMF,19.3302° N,77.1589° E
BASNI,BANE,26.2266° N,73.0076° E
BASSI,BAI,26.8419° N,76.0521° E
BASSI BERISAL,BSSL,25.0262° N,74.7673° E
BASSI PATHANAM,BSPN,30.6861° N,76.4042° E
BASTA,BTS,21.6968° N,87.0599° E
BASTI,BST,26.8140° N,82.7630° E
BASUDEBPUR H,BDBP,null,null
BASUGAON,BSGN,26.4630° N,90.4196° E
BASUKINATH,BSKH,24.3864° N,87.0799° E
BASULDANGA,BSD,22.2035° N,88.2303° E
BASWA,BU,27.1419° N,76.5893° E
BATALA JN,BAT,null,null
BATALA SUGAR ML,BATM,null,null
BATASI,BTSI,26.5995° N,88.1804° E
BATASPUR,BSLE,23.8801° N,87.6808° E
BATHINDA CANTT.,BTIC,30.2125° N,75.0136° E
BATHNAHA,BTF,26.6401° N,85.5763° E
BATTULAPURAM,BTM,13.7480° N,78.3063° E
BATUVA,BTVA,18.3405° N,83.6255° E
BAUDPUR,BUDR,21.0656° N,86.4801° E
BAURIA JN,BVA,22.5027° N,88.1633° E
BAVLA,VLA,22.8365° N,72.3628° E
BAWAL,BWL,28.1094° N,76.6025° E
BAWANI KHERA,BWK,28.9449° N,76.0334° E
BAYALUVADDIGERI,BYO,null,null
BAYANA JN,BXN,26.9161° N,77.2964° E
BAYTU,BUT,25.8990° N,71.7711° E
BAYYAVARAM,BVM,17.6632° N,82.9428° E
BAZARSAU,BZLE,23.8731° N,88.1840° E
BAZIDA JATAN,BZJT,29.6359° N,76.9578° E
BAZPUR,BPZ,29.1585° N,79.1464° E
BAZURGHAT,BZGT,25.2373° N,88.7831° E
BB ELPHNSTNE RD,EPR,null,null
BB MHDALI RD CB,MORD,null,null
BBY CHINCHPKILI,CHG,18.9872° N,72.8328° E
BBY COTTON GREN,CTGN,null,null
BBY DOCKYARD RD,DKRD,null,null
BBY MAHALAKSHMI,MX,null,null
BEAS,BEAS,31.5131° N,75.2869° E
BEAWAR,BER,26.1046° N,74.3199° E
BEBEJIA,BEE,26.3008° N,92.6248° E
BECHARJI,BHRJ,23.4989° N,72.0439° E
BECHHIWARA,BHWA,23.7848° N,73.5215° E
BEDAG,BDK,16.7971° N,74.7404° E
BEDETTI,BVV,null,null
BEGAMPET,BMT,17.4447° N,78.4664° E
BEGU SARAI,BGS,25.4182° N,86.1272° E
BEGUMPUR,BPAE,28.7227° N,77.0627° E
BEHAJ,BEHJ,null,null
BEHTAGOKUL,BEG,27.5341° N,80.0549° E
BEHULA,BHLA,23.1825° N,88.4295° E
BEJNAL,BJN,null,null
BEKAL FORT,BFR,12.3922° N,75.0330° E
BELA,BELA,26.8287° N,79.6741° E
BELA BELA,BBHL,26.8287° N,79.6741° E
BELA TAL,BTX,25.2661° N,79.5744° E
BELAGAVI,BGM,15.8497° N,74.4977° E
BELAGULA,BLGA,12.3940° N,76.6081° E
BELAKOBA,BLK,26.5914° N,88.5887° E
BELANAGAR,BZL,17.4814° N,78.4490° E
BELANDUR ROAD,BLRR,12.9372° N,77.7071° E
BELANKI,BLNK,16.8615° N,74.8675° E
BELAPUR,BAP,19.0237° N,73.0404° E
BELAPUR CBD,BEPR,19.0237° N,73.0404° E
BELASAR,BLSR,27.9926° N,73.6315° E
BELBONI,BEX,null,null
BELDANGA,BEB,null,null
BELGAHNA,BIG,null,null
BELHA,BYL,21.9655° N,82.0543° E
BELIAGHATA ROAD,BGRD,22.6747° N,88.6077° E
BELIATOR,BZC,23.3206° N,87.2208° E
BELKHERA,BELD,23.1767° N,79.4648° E
BELLAMKONDA,BMKD,16.4891° N,80.0075° E
BELLAMPALLI,BPA,19.0715° N,79.4912° E
BELLENAHALLI,BNHL,12.4638° N,76.7149° E
BELMURI,BMAE,22.9444° N,88.1572° E
BELONIA,BENA,23.2505° N,91.4676° E
BELPAHAR,BPH,21.8234° N,83.8510° E
BELRAYAN,BXM,28.3792° N,80.9159° E
BELSIRI,BLRE,26.8000° N,92.5208° E
BELSONDA,BLSN,21.1522° N,82.0424° E
BELTHARA ROAD,BLTR,26.1258° N,83.8447° E
BELUR,BEQ,13.1623° N,75.8679° E
BELVANDI,BWD,18.7205° N,74.5939° E
BEML NAGAR,BEML,12.9832° N,78.2391° E
BENAPUR,BPE,22.2916° N,87.3637° E
BENDI,BFQ,18.7035° N,84.4041° E
BENGALURU CANT,BNC,12.9937° N,77.5980° E
BENGALURU EAST,BNCE,13.0012° N,77.6183° E
BENIGANJ,BEJ,27.2940° N,80.4452° E
BENL,BENL,12.9182° N,80.1682° E
BENNEHALLI,BEHI,14.4679° N,76.4187° E
BENODA,BNOD,21.4577° N,78.1837° E
BEOHARI,BEHR,24.0237° N,81.3784° E
BERAWANYA,BRNA,23.4665° N,75.3364° E
BERCHHA,BCH,23.2812° N,76.3261° E
BERHAMPORE CRT,BPC,24.0893° N,88.2637° E
BERIA DAULAT,BRDT,29.1299° N,79.2352° E
BERMO,BRMO,23.7995° N,85.9458° E
BERO,BERO,23.3004° N,85.0155° E
BESROLI,BSRL,26.9975° N,74.5579° E
BETAMCHERLA,BMH,15.4576° N,78.1518° E
BETAVAD,BEW,21.1661° N,74.9085° E
BETGARA,BYXA,26.6214° N,88.8695° E
BETHAMPUDI,BTPD,17.5864° N,80.5144° E
BETHUADAHARI,BTY,23.5989° N,88.3973° E
BETNOTI,BTQ,21.7399° N,86.8432° E
BETTADNAGENHALI,BTGH,null,null
BETTAHALSOOR,TLS,13.1623° N,77.6099° E
BETTIAH,BTH,26.8026° N,84.5201° E
BETUL,BZU,21.9012° N,77.8960° E
BETUR,BTRB,23.1847° N,87.5753° E
BEVARA,BVAR,26.1046° N,74.3199° E
BEVINAHALU,BNL,13.8967° N,76.8425° E
BEWAR BHOJAN,BWBN,null,null
BHABHAR,BAH,24.0703° N,71.5991° E
BHABTA,BFT,23.9865° N,88.2416° E
BHABUA ROAD,BBU,25.1727° N,83.6195° E
BHACHAU BG,BCOB,null,null
BHACHHBAR,BBC,25.7329° N,71.0015° E
BHADAN,BDN,26.9746° N,78.7533° E
BHADANPUR,BUU,24.1599° N,80.8174° E
BHADAURA,BWH,25.4541° N,83.7398° E
BHADBHADAGHAT,BVB,23.3747° N,77.5355° E
BHADBHUNJA,BBAI,21.1674° N,73.6697° E
BHADER,BADR,21.3742° N,70.9413° E
BHADLI,BDI,22.0205° N,71.4396° E
BHADOHI,BOY,25.3805° N,82.5677° E
BHADRACHALAM RD,BDCR,17.5513° N,80.6144° E
BHADRAK,BHC,21.0574° N,86.4963° E
BHADRAN,BDRN,22.3596° N,72.9003° E
BHADRAULI,BDRI,26.8982° N,78.4738° E
BHADRAVADI,BDRD,22.1989° N,71.5605° E
BHADRAVATI,BDVT,13.8276° N,75.7064° E
BHADRESHWAR,BHR,22.8276° N,88.3457° E
BHADRI,BHDR,25.6817° N,81.5624° E
BHADROLI,BBY,26.2566° N,78.2626° E
BHADSIVNI,BDKE,null,null
BHADWAD,BAWD,19.2836° N,73.0826° E
BHAGA JN,VAA,null,null
BHAGALPUR,BGP,25.2425° N,86.9842° E
BHAGAT KI KOTHI,BGKT,null,null
BHAGAVATHIPURAM,BJM,8.7301° N,76.7737° E
BHAGDARA,BGR,22.3270° N,75.7255° E
BHAGEGA,BAGA,27.6700° N,75.7459° E
BHAGIRATHPUR,BHGP,24.0875° N,88.4949° E
BHAGSAR,BSGR,30.4382° N,74.4027° E
BHAGTANWALA,BGTN,31.6088° N,74.8643° E
BHAGWANGOLA,BQG,24.3277° N,88.3069° E
BHAGWANPUR,BNR,29.9411° N,77.8124° E
BHAGWANPUR DESU,BGDS,25.8225° N,85.8435° E
BHAGWANPURA,BGPR,21.6816° N,75.5932° E
BHAILI,BALI,21.1938° N,81.3509° E
BHAINI KHURD,BZK,29.7444° N,76.9542° E
BHAINSA,BSA,19.1031° N,77.9653° E
BHAINSBODH P H,BSBH,null,null
BHAINSWAN,BASN,29.0927° N,76.6740° E
BHAIRGACHHI,BHGH,23.2782° N,88.6362° E
BHAIROGANJ,BRU,27.1483° N,84.2424° E
BHAIRONGARH,BOG,23.1449° N,74.7425° E
BHAIRONPUR,BIF,23.4779° N,78.1237° E
BHAIYASAR,BSAR,23.0868° N,73.6095° E
BHAJERA,BJRA,27.6312° N,76.7308° E
BHAKARAPET,BKPT,14.4160° N,78.9571° E
BHAKRAULI,BHKL,26.8748° N,79.9277° E
BHAKTI NAGAR,BKNG,22.2668° N,70.8090° E
BHALEJ,BAJ,22.6348° N,73.0309° E
BHALKI,BHLK,18.0504° N,77.2184° E
BHALUI,BFM,25.7321° N,85.3531° E
BHALUKA ROAD F,BKRD,25.3417° N,87.9177° E
BHALUKMARA,BLMR,26.6694° N,94.1233° E
BHALUKPONG,BHNG,27.0137° N,92.6345° E
BHALULATA,BUL,22.2636° N,85.0181° E
BHALUMASKA,BLMK,19.3279° N,83.2921° E
BHALWANI,BLNI,19.1163° N,74.5478° E
BHAN KARI,BAK,26.9624° N,76.4094° E
BHANAPUR,BNP,23.1371° N,77.3497° E
BHANAUR,VNN,25.5603° N,82.5301° E
BHANDAI JN,BHA,null,null
BHANDAK,BUX,20.1003° N,79.1146° E
BHANDARA ROAD,BRD,21.2383° N,79.6458° E
BHANDARIDAH,BHME,23.7556° N,86.0587° E
BHANDARKUND,BDKD,21.8438° N,78.9169° E
BHANDARTIKURI,BFZ,23.4613° N,88.3324° E
BHANDEGAON,BDGN,19.8089° N,77.1428° E
BHANDU MOTIDAU,BHU,null,null
BHANDUP,BND,19.1511° N,72.9372° E
BHANDURI,BNDR,21.1072° N,70.2810° E
BHANER,BANR,22.8785° N,72.9704° E
BHANGA,BXG,24.8813° N,92.5554° E
BHANGALA,BNGL,31.1430° N,75.5950° E
BHANJPUR,VZR,21.9332° N,86.7253° E
BHANKODA,BKD,23.2791° N,72.1164° E
BHANSI,BHNS,27.1752° N,82.9315° E
BHANUPLI,BNLY,31.2970° N,76.4247° E
BHANUPRATAPPUR,BPTP,20.3036° N,81.0736° E
BHANVAD,BNVD,21.9290° N,69.7838° E
BHANWAR TONK,BHTK,22.6083° N,81.8972° E
BHANWASA,BNWS,23.4059° N,75.2158° E
BHARAT KUP,BTKP,25.2199° N,80.7242° E
BHARATGARH,BARJ,31.0943° N,76.6143° E
BHARATHAPUZHA,BPZA,null,null
BHARATKUND,BTKD,null,null
BHARATPUR JN,BTE,27.2363° N,77.4890° E
BHARATWADA,BWRA,21.1636° N,79.1679° E
BHARMAR,BRMR,31.8068° N,76.5223° E
BHAROLI,BHRL,31.2406° N,75.8861° E
BHARSENDI,BSDL,null,null
BHARTHALI,BRTL,22.0089° N,73.1438° E
BHARTHANA,BNT,26.7525° N,79.2197° E
BHARUCH JN,BH,null,null
BHARUR,BZ,30.1822° N,75.7511° E
BHARWA SUMERPUR,BSZ,25.8192° N,80.1596° E
BHARWARI,BRE,25.5598° N,81.4856° E
BHASILA,BSLA,22.6761° N,88.6503° E
BHASKARPARA,BMM,22.9861° N,71.9579° E
BHATAPARA,BYT,21.7371° N,81.9473° E
BHATAR,BTRH,23.4191° N,87.9163° E
BHATASA,BHTS,27.5071° N,79.3606° E
BHATEL,BHTL,22.1551° N,69.4963° E
BHATGAON,BOV,21.1576° N,81.7199° E
BHATIEL,BHAL,22.4859° N,72.8545° E
BHATINDA CBA,BTIA,null,null
BHATINDA JN,BTI,null,null
BHATISUDA(HALT),BTSD,null,null
BHATIYA,BHTA,22.0896° N,69.2788° E
BHATKAL,BTJL,13.9993° N,74.5408° E
BHATNI JN,BTT,26.3811° N,83.9327° E
BHATON KI GALI,BHG,27.1055° N,75.7127° E
BHATPAR RANI,BHTR,26.3087° N,84.0313° E
BHATPUR,BTPR,27.2152° N,77.5030° E
BHATSAR,BATS,23.6385° N,72.0613° E
BHATTIPROLU,BQU,16.1038° N,80.7845° E
BHATTU,BHT,29.3852° N,75.3373° E
BHAUPUR,BPU,26.4712° N,80.1282° E
BHAVANAGAR PARA,BVP,21.7630° N,72.1129° E
BHAVANI NAGAR,BVNR,17.3517° N,78.4894° E
BHAVDHARI,BOTR,28.3835° N,75.7971° E
BHAVNAGAR TRMUS,BVC,null,null
BHAVPURA,BHVP,23.3790° N,72.5257° E
BHAWANI MANDI,BWM,24.4055° N,75.8214° E
BHAWANIPATNA,BWIP,19.9074° N,83.1642° E
BHAWANIPUR KALN,BWP,27.3498° N,82.0827° E
BHAWI,BCW,26.2224° N,73.6095° E
BHAYANDAR,BYR,19.2990° N,72.8548° E
BHAYAVADAR,BHY,21.8532° N,70.2453° E
BHAYNA,BHNA,23.3110° N,88.6386° E
BHEDIA,BDH,23.5888° N,87.7099° E
BHEDUASOL,BXL,23.1147° N,86.9067° E
BHEEMPURA,BIPR,26.0327° N,83.7664° E
BHEERPUR,BEP,18.9886° N,79.0094° E
BHEJA,BHJA,26.1014° N,86.3947° E
BHELWA,BLV,26.8531° N,85.0052° E
BHEMSWADI,BSWD,19.0200° N,72.8635° E
BHERAGHAT,BRGT,23.1306° N,79.8024° E
BHESANA,BFY,23.4893° N,72.3415° E
BHESANA MANKNAJ,BSKN,null,null
BHESLANA,BILA,27.0588° N,75.2948° E
